index,label,description,units,sql_datatype,type,hidden
61,UGACINV03DC2A,DC Current Input 2,I,REAL,number,FALSE
62,UGACINV03DC2V,DC Voltage Input 2,V,REAL,number,FALSE
63,UGACINV03DC2W,DC Power Input 2,W,REAL,number,FALSE
64,UGACINV03ERR,Error Code,,REAL,number,FALSE
65,UGACINV04INVSTATUS,Device Status,,REAL,number,FALSE
66,UGACINV04ACBKRSTATUS,Utility Grid Contactor State,BOOL,REAL,number,FALSE
67,UGACINV04ACLIFEKWH,Energy Inception to Date,kWh,REAL,number,FALSE
68,UGACINV04DC1A,DC Current Input 1,A,REAL,number,FALSE
69,UGACINV04DC1V,DC Voltage Input 1,V,REAL,number,FALSE
70,UGACINV04DC1W,DC Power Input 1,W,REAL,number,FALSE
71,UGACINV04ACW,Active Power Across all lines,W,REAL,number,FALSE
72,UGACINV04ACL1V,Grid Voltage L1 to N,V,REAL,number,FALSE
73,UGACINV04ACL2V,Grid Voltage L2 to N,V,REAL,number,FALSE
74,UGACINV04ACL3V,Grid Voltage L3 to N,V,REAL,number,FALSE
75,UGACINV04ACL1A,Grid Current L1,A,REAL,number,FALSE
76,UGACINV04ACL2A,Grid Current L2,A,REAL,number,FALSE
77,UGACINV04ACL3A,Grid Current L3,A,REAL,number,FALSE
78,UGACINV04ACVAR,Reactive Power across all lines,Var,REAL,number,FALSE
79,UGACINV04DC2A,DC Current Input 2,I,REAL,number,FALSE
80,UGACINV04DC2V,DC Voltage Input 2,V,REAL,number,FALSE
81,UGACINV04DC2W,DC Power Input 2,W,REAL,number,FALSE
82,UGACINV04ERR,Error Code,,REAL,number,FALSE
83,UGACINV05INVSTATUS,Device Status,,REAL,number,FALSE
84,UGACINV05ACBKRSTATUS,Utility Grid Contactor State,BOOL,REAL,number,FALSE
85,UGACINV05ACLIFEKWH,Energy Inception to Date,kWh,REAL,number,FALSE
86,UGACINV05DC1A,DC Current Input 1,A,REAL,number,FALSE
87,UGACINV05DC1V,DC Voltage Input 1,V,REAL,number,FALSE
88,UGACINV05DC1W,DC Power Input 1,W,REAL,number,FALSE
89,UGACINV05ACW,Active Power Across all lines,W,REAL,number,FALSE
90,UGACINV05ACL1V,Grid Voltage L1 to N,V,REAL,number,FALSE
91,UGACINV05ACL2V,Grid Voltage L2 to N,V,REAL,number,FALSE
92,UGACINV05ACL3V,Grid Voltage L3 to N,V,REAL,number,FALSE
93,UGACINV05ACL1A,Grid Current L1,A,REAL,number,FALSE
94,UGACINV05ACL2A,Grid Current L2,A,REAL,number,FALSE
95,UGACINV05ACL3A,Grid Current L3,A,REAL,number,FALSE
96,UGACINV05ACVAR,Reactive Power across all lines,Var,REAL,number,FALSE
97,UGACINV05DC2A,DC Current Input 2,I,REAL,number,FALSE
98,UGACINV05DC2V,DC Voltage Input 2,V,REAL,number,FALSE
99,UGACINV05DC2W,DC Power Input 2,W,REAL,number,FALSE
100,UGACINV05ERR,Error Code,,REAL,number,FALSE
101,UGACINV06INVSTATUS,Device Status,,REAL,number,FALSE
102,UGACINV06ACBKRSTATUS,Utility Grid Contactor State,BOOL,REAL,number,FALSE
103,UGACINV06ACLIFEKWH,Energy Inception to Date,kWh,REAL,number,FALSE
104,UGACINV06DC1A,DC Current Input 1,A,REAL,number,FALSE
105,UGACINV06DC1V,DC Voltage Input 1,V,REAL,number,FALSE
106,UGACINV06DC1W,DC Power Input 1,W,REAL,number,FALSE
107,UGACINV06ACW,Active Power Across all lines,W,REAL,number,FALSE
108,UGACINV06ACL1V,Grid Voltage L1 to N,V,REAL,number,FALSE
109,UGACINV06ACL2V,Grid Voltage L2 to N,V,REAL,number,FALSE
110,UGACINV06ACL3V,Grid Voltage L3 to N,V,REAL,number,FALSE
111,UGACINV06ACL1A,Grid Current L1,A,REAL,number,FALSE
112,UGACINV06ACL2A,Grid Current L2,A,REAL,number,FALSE
113,UGACINV06ACL3A,Grid Current L3,A,REAL,number,FALSE
114,UGACINV06ACVAR,Reactive Power across all lines,Var,REAL,number,FALSE
115,UGACINV06DC2A,DC Current Input 2,I,REAL,number,FALSE
116,UGACINV06DC2V,DC Voltage Input 2,V,REAL,number,FALSE
117,UGACINV06DC2W,DC Power Input 2,W,REAL,number,FALSE
118,UGACINV06ERR,Error Code,,REAL,number,FALSE
119,UGACINV07INVSTATUS,Device Status,,REAL,number,FALSE
120,UGACINV07ACBKRSTATUS,Utility Grid Contactor State,BOOL,REAL,number,FALSE
121,UGACINV07ACLIFEKWH,Energy Inception to Date,kWh,REAL,number,FALSE
122,UGACINV07DC1A,DC Current Input 1,A,REAL,number,FALSE
123,UGACINV07DC1V,DC Voltage Input 1,V,REAL,number,FALSE
124,UGACINV07DC1W,DC Power Input 1,W,REAL,number,FALSE
125,UGACINV07ACW,Active Power Across all lines,W,REAL,number,FALSE
126,UGACINV07ACL1V,Grid Voltage L1 to N,V,REAL,number,FALSE
127,UGACINV07ACL2V,Grid Voltage L2 to N,V,REAL,number,FALSE
128,UGACINV07ACL3V,Grid Voltage L3 to N,V,REAL,number,FALSE
129,UGACINV07ACL1A,Grid Current L1,A,REAL,number,FALSE
130,UGACINV07ACL2A,Grid Current L2,A,REAL,number,FALSE
131,UGACINV07ACL3A,Grid Current L3,A,REAL,number,FALSE
132,UGACINV07ACVAR,Reactive Power across all lines,Var,REAL,number,FALSE
133,UGACINV07DC2A,DC Current Input 2,I,REAL,number,FALSE
134,UGACINV07DC2V,DC Voltage Input 2,V,REAL,number,FALSE
135,UGACINV07DC2W,DC Power Input 2,W,REAL,number,FALSE
136,UGACINV07ERR,Error Code,,REAL,number,FALSE
137,UGACINV08INVSTATUS,Device Status,,REAL,number,FALSE
138,UGACINV08ACBKRSTATUS,Utility Grid Contactor State,BOOL,REAL,number,FALSE
139,UGACINV08ACLIFEKWH,Energy Inception to Date,kWh,REAL,number,FALSE
140,UGACINV08DC1A,DC Current Input 1,A,REAL,number,FALSE
141,UGACINV08DC1V,DC Voltage Input 1,V,REAL,number,FALSE
142,UGACINV08DC1W,DC Power Input 1,W,REAL,number,FALSE
143,UGACINV08ACW,Active Power Across all lines,W,REAL,number,FALSE
144,UGACINV08ACL1V,Grid Voltage L1 to N,V,REAL,number,FALSE
145,UGACINV08ACL2V,Grid Voltage L2 to N,V,REAL,number,FALSE
146,UGACINV08ACL3V,Grid Voltage L3 to N,V,REAL,number,FALSE
147,UGACINV08ACL1A,Grid Current L1,A,REAL,number,FALSE
148,UGACINV08ACL2A,Grid Current L2,A,REAL,number,FALSE
149,UGACINV08ACL3A,Grid Current L3,A,REAL,number,FALSE
150,UGACINV08ACVAR,Reactive Power across all lines,Var,REAL,number,FALSE
151,UGACINV08DC2A,DC Current Input 2,I,REAL,number,FALSE
152,UGACINV08DC2V,DC Voltage Input 2,V,REAL,number,FALSE
153,UGACINV08DC2W,DC Power Input 2,W,REAL,number,FALSE
154,UGACINV08ERR,Error Code,,REAL,number,FALSE
155,UGACPOAREFTEMP,Reference Cell REF01: Temperature Value - from Logger,ºC,REAL,number,FALSE
156,UGACMOD1TEMP,Temperature Transmitter TEMOD01: Module Temperature Value - from Logger,ºC,REAL,number,FALSE
157,UGACMOD2TEMP,Temperature Transmitter TEMOD02: Module Temperature Value - from Logger,ºC,REAL,number,FALSE
